match id,dataset_type,win_pred_team_id,win_pred_score,train_algorithm,is_ensemble,train_hps_trees,train_hps_depth,train_hps_lr,indep_feat_id1,indep_feat_id2,indep_feat_id3,indep_feat_id4,indep_feat_id5,indep_feat_id6,indep_feat_id7,indep_feat_id8,indep_feat_id9,indep_feat_id10
9433598,train,8917,0.5506095688107522,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,0.8666666666666667,167.5,132.53333333333333,0.33,1.170854694205455,1.5330578512396695,1.78,0.49,0.875,0.9516110667895714
9432989,train,10366,0.5924944268403024,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,0.6,174.93333333333334,165.53333333333333,0.83,0.993478878401906,0.9135802469135802,0.69,0.59,0.8888888888888888,1.0628130942726468
9027381,train,17653,0.5961483721605136,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,0.75,151.16666666666666,149.06666666666666,1.42,0.9786737364374898,1.4943820224719102,1.0,0.57,1.024390243902439,1.0904939147290915
9271765,train,47480,0.566392271329392,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,0.4545454545454545,149.13333333333333,123.93333333333334,0.43,2.2652401711546744,4.275862068965517,3.75,0.43,0.9333333333333332,1.1446278718773677
9076815,train,42573,0.6410873099174923,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,0.6,0.0,146.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9331097,train,12046,0.5960866773040614,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,0.125,138.13333333333333,130.33333333333334,0.56,0.9871099528069308,0.3948497854077253,0.91,1.48,0.9230769230769232,0.801042732921111
9290966,train,55,0.5906779466782078,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,2.571428571428572,132.66666666666666,139.0,0.77,0.9556143916159742,0.9472283813747228,1.6,1.03,1.0461538461538462,1.1844115702081977
9051055,train,44904,0.5939917376745676,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,1.7777777777777777,167.56666666666666,149.6,2.31,1.1284914533428534,2.8,2.5,3.69,0.9166666666666666,1.0860333981614017
9272437,train,33914,0.5902707049065639,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,0.75,158.26666666666668,128.66666666666666,0.86,1.1273625469088329,0.5787965616045846,1.14,0.62,0.85,1.1089331496080777
9489444,train,46752,0.5443667066213078,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,1.5,146.26666666666668,130.86666666666667,1.56,0.8997471367440488,1.5375,0.93,2.81,1.5555555555555556,1.0055285868486754
9176320,train,48,0.6212965728735318,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,3.6,0.0,138.06666666666666,1.0,1.4258040980742752,1.0,1.0,1.0,0.9714285714285714,1.4206065799161618
9388483,train,17744,0.6189048606627536,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,0.6428571428571429,152.1,134.13333333333333,0.5,0.6848873830883756,1.4943820224719102,0.33,1.0,1.0,0.800549851563088
9290609,train,20,0.5961903631763561,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,1.2352941176470589,0.0,126.6,1.04,1.0807435799480951,0.8146684233640754,1.11,1.61,0.8518518518518519,0.9777604871204602
9407614,train,48929,0.54699081483923,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,0.8571428571428571,162.25,148.66666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9823057,train,237,0.601663847897963,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,1.0,146.5,128.53333333333333,4.0,1.280746575828543,0.8397435897435898,1.04,1.17,1.1153846153846154,1.283415960756547
9516730,train,30435,0.6480199224280344,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,1.1875,178.83333333333334,172.46666666666667,0.59,0.7259853046712496,0.5478260869565218,0.78,0.9,0.8913043478260869,0.9983113616091954
9692472,train,55,0.6087163880164372,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,3.0,166.25,130.86666666666667,2.19,1.2365609069112409,1.2188679245283018,1.51,4.38,0.8977777777777778,1.21929810087002
9027262,train,17653,0.5978698207926644,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,0.9166666666666666,151.16666666666666,147.8,0.78,0.9826812131397432,0.6691729323308271,1.0,2.33,1.326923076923077,0.9139007017358938
9433878,train,9876,0.6029015491044094,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,0.7777777777777778,172.86666666666667,160.2,1.43,1.290850282762146,1.7903225806451613,1.25,1.37,1.0451612903225806,1.0623533592307912
9433640,train,8987,0.553192162220491,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,1.7142857142857142,167.5,132.53333333333333,1.01,0.9379484208029898,0.8533333333333334,1.29,0.52,0.8867924528301887,1.0724875636279552
9085089,train,7258,0.5345371054713297,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,0.5294117647058824,148.1,142.93333333333334,0.33,0.8672632411067195,2.1785714285714284,0.82,1.2,1.024390243902439,0.8609951589077119
9272724,train,33956,0.6039422806785223,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,1.3,146.33333333333334,143.26666666666668,1.33,1.0798351755790463,1.2672176308539946,1.97,1.7,0.9705882352941176,1.017072719889461
9407719,train,48950,0.6048585706963656,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,0.6190476190476191,145.82142857142858,137.86666666666667,1.0,1.0330708661417325,2.3,1.0,1.0,1.0,1.2815204036284735
9085299,train,8987,0.6242165800778137,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,1.4285714285714286,157.43333333333334,158.2,1.47,1.091710318288064,1.0674157303370786,2.29,4.89,1.9375,1.1188468602058554
9680285,train,47508,0.5969518581626347,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,1.5555555555555556,137.06666666666666,139.8,1.56,0.97744005994006,2.7857142857142856,1.2,0.67,0.875,0.8519625948148923
9457685,train,45072,0.523238160415985,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,1.0,149.76666666666668,138.0,0.57,1.1142567110309047,0.3707865168539326,0.5,0.14,0.9666666666666668,0.8449572273880873
9085117,train,8301,0.5728628041734496,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,1.5,148.1,142.93333333333334,0.94,0.9700192091036562,0.7801418439716312,1.0,0.59,1.277777777777778,0.9850909122325918
9407670,train,48929,0.5109948205772087,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,0.6,151.125,143.73333333333332,0.33,0.768810051736881,0.6956521739130435,0.5,1.0,1.0,0.6554175777355797
9433647,train,6698,0.5903049818167623,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,0.6111111111111112,155.13333333333333,129.53333333333333,0.9,1.1222761274567794,1.0431654676258992,0.53,0.9,1.0022727272727274,1.0633340583161237
8950822,train,34,0.5575959321720376,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,1.818181818181818,0.0,153.4,0.91,1.1223443324971931,1.849673202614379,0.96,1.06,1.0,0.9815378019668756
9433542,train,6698,0.6155255725931884,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,1.0,185.03333333333333,145.6,0.36,0.9905792545490648,0.96900826446281,0.93,0.63,0.8730158730158729,0.8844330622164689
9484565,train,40578,0.5735482796502973,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,1.1,157.9,154.0,0.7,1.0463349872602925,1.4021739130434785,1.92,2.8,0.84375,1.142894055139103
9249162,train,300,0.5315077027792381,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,1.0,0.0,168.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9684450,train,12718,0.6004978174364162,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,1.0,149.2,123.4,1.0,1.0899714991010367,1.0,1.0,1.0,1.5,0.795157620115831
9027451,train,17982,0.6056493824464844,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,0.4285714285714285,161.83333333333334,148.53333333333333,0.62,1.1113405659180309,1.02803738317757,1.88,2.06,0.8833333333333333,1.021297310673555
9085243,train,10618,0.5761634717343476,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,1.2,164.36666666666667,157.2,0.56,0.9325815483716394,0.6432748538011696,1.8,0.56,1.0454545454545456,0.8873738784651699
9087238,train,62,0.6663884880839391,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,0.5,133.0,149.0,0.67,0.8589595209439521,1.0927700348432057,0.17,0.52,1.0333333333333334,0.8355339066775386
9097367,train,23750,0.5821390250955474,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,0.375,142.66666666666666,134.73333333333332,0.47,0.5421313506815365,5.478260869565217,1.75,2.1,1.0,1.0731670015600518
9457454,train,40424,0.6306510440728719,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,0.6666666666666666,160.63333333333333,134.13333333333333,0.5,1.1573216432157252,3.571428571428572,1.0,4.0,0.5555555555555556,1.1301874716322329
9433388,train,9876,0.5804192070112998,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,1.2857142857142858,161.63333333333333,155.0,1.56,1.0076831560386754,2.3796296296296298,1.4,1.3,0.8709677419354839,1.0106607725167835
9076878,train,47529,0.5525415144282062,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,0.1,142.58333333333334,148.53333333333333,1.0,1.0,1.0,0.5,0.33,0.7272727272727273,0.0
9344418,train,23750,0.6007755448864659,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,0.4285714285714285,143.16666666666666,134.13333333333333,2.31,1.4962968082606471,8.628571428571428,1.9,3.69,0.8571428571428571,1.1659235974471345
9084599,train,7573,0.5165816847781587,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,1.8888888888888888,163.63333333333333,154.33333333333334,0.55,1.0234510439436195,3.0,4.67,2.18,0.8571428571428571,1.2200498512268327
9327534,train,251,0.5311916610753258,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,1.0,105.0,129.2,1.0,1.0,1.0,1.0,1.0,1.0,0.0
9051181,train,44904,0.625625475792467,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,1.2727272727272727,171.73333333333332,148.46666666666667,4.0,1.140918246675591,2.175,2.0,1.33,1.1,1.1130372212855957
9087259,train,20,0.5696142154401125,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,1.2777777777777777,149.75,140.53333333333333,1.1,0.959206526788226,1.3880668257756563,1.07,1.57,1.0241187384044526,0.90092400373598
9128517,train,48334,0.5935393155416431,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,1.5,168.26666666666668,158.66666666666666,1.42,0.8669856241659589,0.5538461538461538,1.0,1.42,0.96,1.0884003163021445
9085348,train,9876,0.5759977440996817,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,0.4117647058823529,153.96666666666667,148.13333333333333,2.28,0.9994903936418132,0.8881118881118881,0.67,0.67,1.3333333333333333,1.0326646905530088
8844331,train,27,0.6634117479893815,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,0.7894736842105263,122.5,148.46666666666667,1.1,1.129993368300476,1.1271186440677965,1.0,0.61,0.992,1.0021765266733813
9668539,train,41,0.5650652270538146,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,1.7272727272727273,151.75,132.73333333333332,1.54,1.071535101173036,3.2299999999999995,1.43,1.73,1.2105263157894737,1.0679133020652631
9457671,train,35790,0.5721706331518184,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,1.375,152.63333333333333,139.13333333333333,1.97,0.8491537584279518,0.5518102372034956,0.67,0.58,0.5384615384615384,0.9469560290888084
9094406,train,46731,0.5979404913477958,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,1.4166666666666667,144.83333333333334,133.8,0.33,0.9006510427104252,0.6086956521739131,1.64,3.33,2.125,0.936891367672378
9084571,train,9701,0.5700194498993465,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,1.3076923076923077,161.33333333333334,153.46666666666667,2.06,1.1327911910493074,1.0168997668997668,1.12,0.94,1.3235294117647058,0.9552689097961258
9433206,train,7258,0.5806213365455755,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,2.833333333333333,163.7,163.86666666666667,1.36,0.9473337363966144,1.2990099009900988,2.67,1.09,1.0434782608695652,1.0493257786432526
9087119,train,76,0.5463720154601464,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,0.5882352941176471,145.5,141.33333333333334,1.35,1.106779660366615,1.2,1.8,0.88,0.9166666666666666,1.0616160197885085
9262042,train,36098,0.6181831485041468,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,0.5454545454545454,157.53333333333333,140.53333333333333,1.1,0.8748174911136468,0.3524590163934426,1.75,3.3,1.5,0.8759775528506795
9097325,train,22497,0.5762744125278596,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,1.0,142.0,150.46666666666667,1.0,1.0041322314049586,1.0,1.0,1.0,1.0,0.9225649064860378
9097479,train,237,0.5709352944748012,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,0.5,0.0,154.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9087028,train,216,0.5545199166136048,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,2.125,0.0,129.13333333333333,1.31,1.2927757908339703,0.6353383458646616,1.0,1.88,0.8333333333333333,1.0576484768864478
9077018,train,40424,0.5566033888358273,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,0.5,152.53333333333333,148.86666666666667,2.62,0.4883809523809524,1.0888888888888888,0.5,1.0,1.0,0.8660100082949148
9489388,train,46731,0.609262110135368,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,1.0769230769230769,141.0,139.8,0.74,0.8933965195102775,1.3125,1.93,3.68,1.308641975308642,0.9361107904370664
9516373,train,30414,0.5647623968627076,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,1.2857142857142858,163.63333333333333,163.46666666666667,0.46,0.6672244089722918,1.0804020100502514,0.82,0.81,0.8095238095238094,0.902752658980516
9433164,train,9701,0.5778870115567243,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,0.5,158.56666666666666,154.86666666666667,0.62,0.8818096924241666,0.889763779527559,1.2,1.6,0.8750000000000001,1.1548270296642866
9084739,train,9876,0.5773749770062574,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,2.5,159.13333333333333,146.4,0.47,0.7354575936673083,1.8813559322033897,1.0,1.58,0.75,0.8663778263780978
9516422,train,30400,0.5519876900502385,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,0.6470588235294118,175.03333333333333,161.93333333333334,2.67,1.3715922782294876,0.5238095238095238,1.0,1.19,1.1901639344262294,0.9910613434464812
9330719,train,15497,0.5689555492997417,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,1.3333333333333333,148.23333333333332,159.26666666666668,2.67,1.1911911911911912,2.647727272727273,2.14,1.0,0.7222222222222222,1.2389292428808467
9702783,train,33949,0.5731535887103298,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,1.4444444444444444,152.73333333333332,154.6,1.33,0.7823137300603782,0.5112456747404844,1.18,1.5,1.05,1.0224672997422284
9084676,train,10366,0.5885401275560317,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,1.0,159.06666666666666,152.46666666666667,0.67,0.8552919289482404,0.7386363636363636,2.0,0.25,0.6153846153846154,0.8932448656411183
9290903,train,55,0.603714175276115,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,1.0952380952380951,154.91666666666666,132.53333333333333,0.88,1.0430217055559714,0.6065334997919267,1.08,0.97,0.8311688311688312,0.9586099430832002
9717504,train,188,0.5563913372911335,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,1.0,153.3,154.46666666666667,1.91,0.9969930827999174,1.6155844155844157,1.04,1.19,1.1065759637188208,1.1106738742840792
9684429,train,11591,0.5603666597660051,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,5.0,149.2,123.4,1.0,0.981956388206388,1.0,1.07,0.44,0.9642857142857144,0.9010681708798084
9433059,train,7727,0.5943578928338759,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,0.9090909090909092,156.8,153.53333333333333,0.2,0.908329780205904,1.2272727272727273,1.0,0.4,0.926470588235294,1.074980008513841
9484481,train,40606,0.5437732530608611,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,0.8571428571428571,165.96666666666667,138.13333333333333,0.47,0.7409158106297564,0.3346855983772819,0.99,1.65,0.9142857142857144,0.959612578353837
9407663,train,48950,0.5580639840696402,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,1.4285714285714286,151.125,143.73333333333332,1.0,0.6299603174603174,1.0,0.5,1.0,1.4,0.652230971128609
9592463,train,30414,0.607591025486741,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,1.2,173.5,161.33333333333334,1.02,1.0221547119761982,0.9895746455379484,0.99,0.81,0.7884615384615384,1.0150979171173058
9128594,train,48334,0.6116602528917248,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,1.5,173.63333333333333,168.2,2.53,1.144382928264931,0.6923076923076923,1.88,1.27,0.96,1.1469602919847088
9094392,train,46759,0.5795267778204498,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,0.9333333333333332,146.3,137.13333333333333,1.23,0.9557458312335833,2.4814814814814814,0.54,1.23,1.4,0.9397625174112736
9407649,train,48936,0.5224373958484883,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,0.6842105263157895,141.08333333333334,135.0,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,0.0
8844324,train,27,0.6576562808001791,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,0.7894736842105263,0.0,150.46666666666667,1.1,1.062830636721057,1.1271186440677965,1.17,0.69,0.9863636363636364,1.0401751734610938
9516352,train,48334,0.6613778226449085,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,0.8823529411764706,163.26666666666668,161.86666666666667,3.55,1.6460170146945088,0.863768115942029,1.21,1.05,1.015384615384615,1.092184805863609
9684485,train,14454,0.6477142124685158,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,0.125,149.2,123.4,0.22,0.6454883491235647,0.782608695652174,0.35,0.53,0.6486486486486487,0.5632752832730177
9085229,train,10366,0.5578777495634084,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,1.5454545454545454,163.9,145.46666666666667,0.47,1.4151363885027128,1.179874213836478,1.0,0.55,1.027777777777778,0.956049557881136
9433626,train,8056,0.6406550447213868,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,0.6,167.5,132.53333333333333,0.38,0.9194705178407158,0.7952755905511811,0.42,0.85,0.8214285714285714,1.0567069097179045
9407656,train,48943,0.6269111330352485,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,0.6923076923076923,149.85714285714286,134.66666666666666,1.0,1.0,1.0,1.0,1.0,1.0,0.0
9457559,train,40298,0.6082370008041302,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,1.5555555555555556,157.86666666666667,143.6,3.67,0.9740881265531244,3.55,1.0,0.23,1.0864197530864197,1.095480404489887
9457622,train,35790,0.6247445833927615,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,0.875,161.96666666666667,153.13333333333333,0.45,1.0062034739454095,0.3707865168539326,1.0,0.23,1.0454545454545454,0.8239713156115507
9076920,train,42573,0.6255327545417566,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,0.75,148.25,146.53333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.0
9085019,train,6698,0.5510115253517068,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,0.7333333333333333,153.86666666666667,153.2,0.53,0.959405637254902,1.690909090909091,0.83,1.42,0.808695652173913,1.050019795497856
9128545,train,30428,0.5790861716527346,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,0.6666666666666666,168.86666666666667,163.06666666666666,2.71,1.0883099818019704,0.6302083333333334,0.74,0.58,0.9876543209876542,1.0283975069183595
9702699,train,33956,0.6073408127633751,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,0.8333333333333334,148.1,144.66666666666666,0.71,0.8283388630833886,0.5398397976391232,0.67,0.63,1.2,0.9424259888786358
9668553,train,55,0.6785922467044754,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,0.4285714285714285,0.0,133.93333333333334,0.64,0.9550827423167848,0.3095975232198142,0.74,0.57,0.7575757575757576,0.9532165909725756
9084669,train,6698,0.5515437927709214,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,1.75,163.53333333333333,156.86666666666667,0.45,0.8532084175077916,0.6272727272727273,1.0,0.68,0.9411764705882352,1.064130507331548
9331391,train,11591,0.6299759800505158,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,0.2666666666666666,135.2,146.53333333333333,1.56,1.0681415172731863,1.7130434782608694,1.0,3.75,1.0256410256410258,1.318326620916024
9684534,train,12046,0.5808853757405344,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,1.6,149.2,123.4,1.07,0.8201394269524859,0.3399141630901288,1.07,0.21,0.5921052631578948,0.8449243400987488
9128461,train,30393,0.5634638961878271,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,1.2727272727272727,166.8,147.33333333333334,0.6,0.9730841995309204,1.031746031746032,0.75,0.86,1.0775862068965518,1.0333115335768808
9085369,train,7258,0.557502416973054,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,1.2,153.96666666666667,148.13333333333333,1.0,0.8885157350868952,1.3465346534653466,1.04,1.2,1.024390243902439,1.0357385597799489
9222394,train,27,0.6016887805783693,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,1.0588235294117647,145.5,151.26666666666668,0.43,0.6996028455461963,1.629191321499014,1.12,2.33,1.0021978021978022,1.035497178851428
9433493,train,10366,0.6576880778723165,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,1.1111111111111112,178.06666666666666,150.33333333333334,1.23,0.9637670776019964,1.1481308411214952,1.0,0.69,0.7608695652173912,1.107865070402381
9272717,train,33921,0.5614904873229672,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,0.8666666666666667,154.7,151.73333333333332,1.0,0.8481669730195611,0.6410256410256411,0.79,1.0,0.8080808080808081,0.8591195508830476
9094252,train,46731,0.5410508252644909,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,0.9411764705882352,142.03333333333333,146.06666666666666,2.5,1.082502176838439,9.428571428571429,0.88,1.25,1.0,1.2081595412183168
9516821,train,48341,0.5067055685143214,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,1.8666666666666667,174.6,160.2,1.08,0.9279792613125948,0.968242766407904,1.0,1.08,1.0144927536231885,1.001122808372283
9457636,train,40298,0.5811859633074168,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,0.8571428571428571,166.13333333333333,151.06666666666666,1.8,0.680530920724577,0.5657962109575013,1.05,2.0,0.5,1.005237553235308
9657122,train,251,0.581102491991092,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,2.0,113.0,130.6,1.0,1.66,1.0,1.0,1.0,1.0,1.5725765299655703
9272661,train,33942,0.5896519881914676,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,1.2,152.96666666666667,134.13333333333333,0.72,0.7726549621727457,0.3529411764705882,0.78,0.72,0.75,0.8138731743352828
9516786,train,30393,0.5993336031647372,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,0.6538461538461539,169.33333333333334,159.86666666666667,0.27,0.9372118410068708,0.3979591836734694,0.5,0.49,1.098901098901099,1.0701037499264694
9250373,train,118,0.5543465465969999,xgb;cat;gb;lgb,yes,100;100;300;100,11;10;3;7,0.01;0.01;0.001;0.01,1.0,148.5,147.33333333333334,1.0,1.28691657932055,1.0,2.0,1.0,1.0,1.605574346941838
